ko	Genes
K08734	Mhon_028771
K05038	Mhon_028775
K05038	Mhon_028776
K05038	Mhon_028777
K05038	Mhon_028778
K04950	Mhon_028782
K04950	Mhon_028784
K20346	Mhon_028791
K12820	Mhon_028795
K14305	Mhon_028795
K01315	Mhon_028830
K09644	Mhon_028830
K11405	Mhon_028832
K11405	Mhon_028834
K01231	Mhon_028840
K01231	Mhon_028841
K05690	Mhon_028846
K05690	Mhon_028852
K07921	Mhon_028854
K07922	Mhon_028854
K17609	Mhon_028855
K07921	Mhon_028856
K07922	Mhon_028856
K17609	Mhon_028857
K07921	Mhon_028858
K07922	Mhon_028858
K02893	Mhon_028859
K17609	Mhon_028860
K17609	Mhon_028861
K17609	Mhon_028862
K17609	Mhon_028863
K15131	Mhon_028866
K01897	Mhon_028867
K00012	Mhon_028869
K00012	Mhon_028870
K17551	Mhon_028871
K12599	Mhon_028872
K08027	Mhon_028873
K08705	Mhon_028873
K12599	Mhon_028874
K08027	Mhon_028875
K08705	Mhon_028875
K17551	Mhon_028876
K17551	Mhon_028877
K08283	Mhon_028878
K08283	Mhon_028880
K16803	Mhon_028886
K16803	Mhon_028888
K14640	Mhon_028898
K17929	Mhon_028900
K19521	Mhon_028906
K17199	Mhon_028907
K20989	Mhon_028928
K20989	Mhon_028930
K18171	Mhon_028932
K00286	Mhon_028933
K00286	Mhon_028934
K12587	Mhon_028946
K14445	Mhon_028956
K07305	Mhon_028957
K00850	Mhon_028958
K09557	Mhon_028959
K00850	Mhon_028961
K02885	Mhon_028962
K07562	Mhon_028965
K11593	Mhon_028968
K08059	Mhon_028969
K05638	Mhon_028971
K09039	Mhon_028971
K09040	Mhon_028971
K09041	Mhon_028971
K09437	Mhon_028980
K09443	Mhon_028980
K09437	Mhon_028981
K09443	Mhon_028981
K05312	Mhon_028986
K03691	Mhon_028987
K03691	Mhon_028988
K20639	Mhon_028990
K08136	Mhon_028991
K01283	Mhon_028993
K01062	Mhon_028995
K10277	Mhon_028996
K10415	Mhon_029003
K10268	Mhon_029004
K00693	Mhon_029012
K00627	Mhon_029022
K13997	Mhon_029022
K14394	Mhon_029023
K17662	Mhon_029024
K02881	Mhon_029026
K15032	Mhon_029029
K04729	Mhon_029033
K15008	Mhon_029034
K12301	Mhon_029038
K05038	Mhon_029039
K04729	Mhon_029040
K04729	Mhon_029041
K08239	Mhon_029064
K14782	Mhon_029065
K20649	Mhon_029067
K10728	Mhon_029072
K12309	Mhon_029077
K12309	Mhon_029079
K17919	Mhon_029083
K12491	Mhon_029085
K12491	Mhon_029086
K22388	Mhon_029088
K08214	Mhon_029089
K07918	Mhon_029090
K07918	Mhon_029093
K03283	Mhon_029100
K01556	Mhon_029105
K01634	Mhon_029106
K11972	Mhon_029107
K11973	Mhon_029107
K03626	Mhon_029150
K17095	Mhon_029151
K19372	Mhon_029154
K20828	Mhon_029155
K15379	Mhon_029156
K02541	Mhon_029162
K15323	Mhon_029163
K06215	Mhon_029171
K08681	Mhon_029172
K20196	Mhon_029176
K20198	Mhon_029176
K07904	Mhon_029183
K07905	Mhon_029183
K10593	Mhon_029192
K14354	Mhon_029196
K14010	Mhon_029199
K22255	Mhon_029200
K11259	Mhon_029202
K08175	Mhon_029203
K09545	Mhon_029204
K03347	Mhon_029214
K14797	Mhon_029221
K01922	Mhon_029223
K19752	Mhon_029225
K20303	Mhon_029226
K10692	Mhon_029227
K17199	Mhon_029230
K19521	Mhon_029231
K08076	Mhon_029235
K01044	Mhon_029239
K01049	Mhon_029239
K01050	Mhon_029239
K01063	Mhon_029239
K03927	Mhon_029239
K07378	Mhon_029239
K14999	Mhon_029239
K08076	Mhon_029241
K08076	Mhon_029243
K19323	Mhon_029250
K08778	Mhon_029252
K19323	Mhon_029255
K11255	Mhon_029263
K15728	Mhon_029264
K01044	Mhon_029267
K01049	Mhon_029267
K01050	Mhon_029267
K01063	Mhon_029267
K03927	Mhon_029267
K05732	Mhon_029281
K13709	Mhon_029281
K05732	Mhon_029282
K13709	Mhon_029282
K03094	Mhon_029283
K12261	Mhon_029285
K14685	Mhon_029286
K22503	Mhon_029290
K07380	Mhon_029292
K13348	Mhon_029296
K16175	Mhon_029297
K14321	Mhon_029298
K18716	Mhon_029298
K10478	Mhon_029299
K14321	Mhon_029300
K18716	Mhon_029300
K10478	Mhon_029301
K12839	Mhon_029302
K00727	Mhon_029319
K09662	Mhon_029319
K00727	Mhon_029323
K09662	Mhon_029323
K19801	Mhon_029349
K06889	Mhon_029351
K19801	Mhon_029352
K00901	Mhon_029353
K08026	Mhon_029362
K08026	Mhon_029363
K15443	Mhon_029364
K08193	Mhon_029390
K12302	Mhon_029390
K01315	Mhon_029395
K00763	Mhon_029399
K17290	Mhon_029401
K09188	Mhon_029403
K01488	Mhon_029410
K19572	Mhon_029410
K04794	Mhon_029414
K18182	Mhon_029414
K21956	Mhon_029420
K21956	Mhon_029421
K21956	Mhon_029422
K08730	Mhon_029424
K10579	Mhon_029425
K11151	Mhon_029428
K15734	Mhon_029428
K06685	Mhon_029441
K01322	Mhon_029442
K01322	Mhon_029443
K06685	Mhon_029444
K09624	Mhon_029448
K02835	Mhon_029454
K14403	Mhon_029455
K07119	Mhon_029465
K02154	Mhon_029467
K04663	Mhon_029468
K04669	Mhon_029468
K16620	Mhon_029468
K16621	Mhon_029468
K14012	Mhon_029469
K08134	Mhon_029470
K19606	Mhon_029470
K17407	Mhon_029483
K07023	Mhon_029484
K09213	Mhon_029488
K00898	Mhon_029502
K12077	Mhon_029502
K15030	Mhon_029509
K01883	Mhon_029510
K01883	Mhon_029512
K03130	Mhon_029527
K01137	Mhon_029528
K10881	Mhon_029550
K01829	Mhon_029551
K09583	Mhon_029551
K14789	Mhon_029554
K17276	Mhon_029555
K17336	Mhon_029555
K17277	Mhon_029556
K08504	Mhon_029558
K05665	Mhon_029559
K05665	Mhon_029561
K19589	Mhon_029577
K00512	Mhon_029579
K07408	Mhon_029579
K07414	Mhon_029579
K01487	Mhon_029585
K11265	Mhon_029585
K01487	Mhon_029586
K11265	Mhon_029586
K21877	Mhon_029596
K06760	Mhon_029598
K06761	Mhon_029598
K06762	Mhon_029598
K06224	Mhon_029600
K11989	Mhon_029600
K00784	Mhon_029607
K02911	Mhon_029609
K02726	Mhon_029610
K17199	Mhon_029612
K05692	Mhon_029613
K05692	Mhon_029620
K00232	Mhon_029663
K11977	Mhon_029664
K09442	Mhon_029665
K09442	Mhon_029666
K05655	Mhon_029667
K17253	Mhon_029669
K05038	Mhon_029672
K05038	Mhon_029677
K05038	Mhon_029678
K02183	Mhon_029684
K19413	Mhon_029686
K02159	Mhon_029727
K14021	Mhon_029727
K19919	Mhon_029728
K09429	Mhon_029731
K17102	Mhon_029731
K15255	Mhon_029732
K00972	Mhon_029760
K16803	Mhon_029787
K09864	Mhon_029792
K09866	Mhon_029792
K13135	Mhon_029794
K08729	Mhon_029797
K04946	Mhon_029800
K07819	Mhon_029801
K12301	Mhon_029803
K03439	Mhon_029816
K01464	Mhon_029817
K07528	Mhon_029817
K12968	Mhon_029819
K04133	Mhon_029826
K04134	Mhon_029826
K13911	Mhon_029841
K14398	Mhon_029841
K17307	Mhon_029842
K14394	Mhon_029843
K14453	Mhon_029849
K14453	Mhon_029850
K21956	Mhon_029851
K09451	Mhon_029852
K09452	Mhon_029852
K07151	Mhon_029853
K15143	Mhon_029854
K00006	Mhon_029855
K17606	Mhon_029856
K00600	Mhon_029859
K01187	Mhon_029861
K14210	Mhon_029861
K22282	Mhon_029864
K15009	Mhon_029876
K02151	Mhon_029883
K09320	Mhon_029892
K09320	Mhon_029894
K15189	Mhon_029895
K12200	Mhon_029896
K02089	Mhon_029897
K02091	Mhon_029897
K02503	Mhon_029897
K01425	Mhon_029901
K06700	Mhon_029903
K15430	Mhon_029904
K10410	Mhon_029906
K06508	Mhon_029908
K06537	Mhon_029908
K17349	Mhon_029908
K17353	Mhon_029908
K01769	Mhon_029911
K11861	Mhon_029919
K16833	Mhon_029920
K09562	Mhon_029922
K17613	Mhon_029924
K12859	Mhon_029930
K04729	Mhon_029931
K04729	Mhon_029932
K15381	Mhon_029936
K15381	Mhon_029938
K04874	Mhon_029939
K15381	Mhon_029939
K10738	Mhon_029962
K18078	Mhon_029962
K09490	Mhon_029963
K07855	Mhon_029967
K06172	Mhon_029971
K15172	Mhon_029974
K06633	Mhon_029975
K06633	Mhon_029976
K11490	Mhon_029980
K01365	Mhon_029987
K01373	Mhon_029987
K09406	Mhon_029991
K20296	Mhon_029993
K05038	Mhon_029998
K01672	Mhon_030001
K01674	Mhon_030001
K14295	Mhon_030004
K20177	Mhon_030006
K20183	Mhon_030006
K13358	Mhon_030007
K13365	Mhon_030007
K11731	Mhon_030012
K06890	Mhon_030016
K13171	Mhon_030016
K11091	Mhon_030017
K11094	Mhon_030017
K21772	Mhon_030018
K05613	Mhon_030020
K10643	Mhon_030021
K15449	Mhon_030028
K16599	Mhon_030029
K04392	Mhon_030036
K14813	Mhon_030038
K16774	Mhon_030039
K10903	Mhon_030040
K15537	Mhon_030047
K01014	Mhon_030061
K01016	Mhon_030061
K01025	Mhon_030061
K21956	Mhon_030106
K01672	Mhon_030111
K01674	Mhon_030111
K19511	Mhon_030114
K13960	Mhon_030117
K02088	Mhon_030121
K02206	Mhon_030121
K01283	Mhon_030128
K09377	Mhon_030133
K14807	Mhon_030138
K10737	Mhon_030139
K08701	Mhon_030140
K14314	Mhon_030148
K14314	Mhon_030149
K14314	Mhon_030150
K04438	Mhon_030151
K08857	Mhon_030163
K08573	Mhon_030164
K08585	Mhon_030164
K06508	Mhon_030165
K06537	Mhon_030165
K17349	Mhon_030165
K17353	Mhon_030165
K17926	Mhon_030175
K04632	Mhon_030178
K04632	Mhon_030179
K04632	Mhon_030180
K04640	Mhon_030180
K04632	Mhon_030182
K04632	Mhon_030186
K21031	Mhon_030187
K13127	Mhon_030188
K06630	Mhon_030190
K16197	Mhon_030190
K14815	Mhon_030191
K14815	Mhon_030192
K17597	Mhon_030195
K10299	Mhon_030196
K12045	Mhon_030207
K12046	Mhon_030207
K15076	Mhon_030219
K14464	Mhon_030220
K15149	Mhon_030233
K15105	Mhon_030234
K11303	Mhon_030235
K10884	Mhon_030242
K10610	Mhon_030243
K01080	Mhon_030244
K14689	Mhon_030245
K14712	Mhon_030248
K14716	Mhon_030248
K17923	Mhon_030251
K09319	Mhon_030263
K09319	Mhon_030264
K00485	Mhon_030266
K07151	Mhon_030267
K09529	Mhon_030269
K09529	Mhon_030270
K19680	Mhon_030272
K09321	Mhon_030273
K05088	Mhon_030274
K05119	Mhon_030274
K08428	Mhon_030278
K08428	Mhon_030279
K14712	Mhon_030285
K14716	Mhon_030285
K08428	Mhon_030288
K18041	Mhon_030291
K07050	Mhon_030294
K20032	Mhon_030298
K04097	Mhon_030302
K12896	Mhon_030306
K12896	Mhon_030307
K16765	Mhon_030310
K16816	Mhon_030310
K19919	Mhon_030311
K20412	Mhon_030311
K19919	Mhon_030312
K20412	Mhon_030312
K19919	Mhon_030313
K20412	Mhon_030313
K17261	Mhon_030314
K09420	Mhon_030319
K04593	Mhon_030338
K04593	Mhon_030340
K13912	Mhon_030352
K00232	Mhon_030356
K00816	Mhon_030360
K12892	Mhon_030361
K17290	Mhon_030362
K00485	Mhon_030371
K00485	Mhon_030373
K14445	Mhon_030383
K14972	Mhon_030388
K01379	Mhon_030391
K12323	Mhon_030392
K12324	Mhon_030392
K12323	Mhon_030395
K12324	Mhon_030395
K14353	Mhon_030405
K14356	Mhon_030405
K05038	Mhon_030406
K08790	Mhon_030412
K03135	Mhon_030413
K08532	Mhon_030414
K08533	Mhon_030414
K08701	Mhon_030414
K14033	Mhon_030414
K08532	Mhon_030415
K08533	Mhon_030415
K08701	Mhon_030415
K14033	Mhon_030415
K08701	Mhon_030416
K08533	Mhon_030420
K18466	Mhon_030421
K00476	Mhon_030429
K18575	Mhon_030430
K21413	Mhon_030431
K21413	Mhon_030435
K08031	Mhon_030446
K04977	Mhon_030459
K04977	Mhon_030463
K08826	Mhon_030472
K12567	Mhon_030473
K12567	Mhon_030474
K05312	Mhon_030476
K03948	Mhon_030484
K02908	Mhon_030485
K19674	Mhon_030486
K13984	Mhon_030487
K02942	Mhon_030488
K13348	Mhon_030489
K04919	Mhon_030493
K04919	Mhon_030496
K04919	Mhon_030497
K09429	Mhon_030503
K17102	Mhon_030503
K13748	Mhon_030510
K05857	Mhon_030516
K18061	Mhon_030518
K13368	Mhon_030522
K19528	Mhon_030523
K08964	Mhon_030524
K14521	Mhon_030528
K12896	Mhon_030532
K05193	Mhon_030534
K05194	Mhon_030534
K05195	Mhon_030534
K05273	Mhon_030534
K21922	Mhon_030567
K19931	Mhon_030570
K03953	Mhon_030579
K10249	Mhon_030580
K10249	Mhon_030581
K02937	Mhon_030583
K11173	Mhon_030585
K08737	Mhon_030588
K14313	Mhon_030595
K14313	Mhon_030596
K02960	Mhon_030602
K13298	Mhon_030608
K08332	Mhon_030612
K04943	Mhon_030618
K04944	Mhon_030618
K15336	Mhon_030621
K15336	Mhon_030622
K18168	Mhon_030625
K15691	Mhon_030626
K00255	Mhon_030635
K12741	Mhon_030636
K20630	Mhon_030639
K08805	Mhon_030641
K17530	Mhon_030641
K11832	Mhon_030642
K15255	Mhon_030652
K20478	Mhon_030656
K00020	Mhon_030660
K09183	Mhon_030661
K17894	Mhon_030661
K17897	Mhon_030661
K00889	Mhon_030667
K00921	Mhon_030667
K00889	Mhon_030669
K00921	Mhon_030669
K08823	Mhon_030671
K13748	Mhon_030675
K13748	Mhon_030676
K08076	Mhon_030677
K02599	Mhon_030681
K11656	Mhon_030686
K00901	Mhon_030687
K09431	Mhon_030690
K15593	Mhon_030690
K03155	Mhon_030696
K03155	Mhon_030698
K05751	Mhon_030699
K09314	Mhon_030704
K18488	Mhon_030704
K18489	Mhon_030704
K13912	Mhon_030707
K04307	Mhon_030721
K14607	Mhon_030726
K12755	Mhon_030727
K12757	Mhon_030727
K13174	Mhon_030728
K14428	Mhon_030730
K08701	Mhon_030732
K19521	Mhon_030733
K09173	Mhon_030734
K19521	Mhon_030734
K08171	Mhon_030745
K10088	Mhon_030756
K14008	Mhon_030756
K09864	Mhon_030757
K09866	Mhon_030757
K09884	Mhon_030757
K08428	Mhon_030759
K01363	Mhon_030782
K01363	Mhon_030787
K08872	Mhon_030788
K16572	Mhon_030810
K16572	Mhon_030811
K00731	Mhon_030813
K04412	Mhon_030814
K02995	Mhon_030815
K00731	Mhon_030816
K02995	Mhon_030818
K19770	Mhon_030820
K11315	Mhon_030822
K02995	Mhon_030823
K19770	Mhon_030825
K07542	Mhon_030826
K11315	Mhon_030827
K13110	Mhon_030828
K10251	Mhon_030830
K18084	Mhon_030836
K18084	Mhon_030843
K18084	Mhon_030844
K13912	Mhon_030845
K18084	Mhon_030854
K22415	Mhon_030856
K09362	Mhon_030864
K02183	Mhon_030867
K15115	Mhon_030868
K06825	Mhon_030872
K17307	Mhon_030872
K17541	Mhon_030903
K16747	Mhon_030904
K16747	Mhon_030905
K16747	Mhon_030906
K17619	Mhon_030908
K17619	Mhon_030909
K14354	Mhon_030910
K14355	Mhon_030910
K02941	Mhon_030911
K11224	Mhon_030913
K10356	Mhon_030915
K09429	Mhon_030928
K17102	Mhon_030928
K11824	Mhon_030932
K11824	Mhon_030933
K14303	Mhon_030944
K18633	Mhon_030945
K11338	Mhon_030950
K20051	Mhon_030954
K02912	Mhon_030960
K19613	Mhon_030961
K10173	Mhon_030964
K10174	Mhon_030964
K17943	Mhon_030967
K17943	Mhon_030968
K02370	Mhon_030985
K02370	Mhon_030986
K10251	Mhon_030987
K13149	Mhon_030993
K11412	Mhon_030995
K11413	Mhon_030995
K19719	Mhon_031001
K19720	Mhon_031001
K01580	Mhon_031002
K01594	Mhon_031002
K18966	Mhon_031002
K02128	Mhon_031005
K13596	Mhon_031012
K11170	Mhon_031014
K13356	Mhon_031016
K20349	Mhon_031018
K11491	Mhon_031022
K12323	Mhon_031026
K11095	Mhon_031034
K15297	Mhon_031036
K04705	Mhon_031037
K17914	Mhon_031044
K17914	Mhon_031045
K20174	Mhon_031046
K20180	Mhon_031048
K09057	Mhon_031051
K09275	Mhon_031053
K09275	Mhon_031055
K10273	Mhon_031056
K00106	Mhon_031057
K01446	Mhon_031065
K01019	Mhon_031066
K05665	Mhon_031067
K05667	Mhon_031067
K01446	Mhon_031068
K21991	Mhon_031070
K09215	Mhon_031072
K12562	Mhon_031075
K00731	Mhon_031082
K13335	Mhon_031087
K09668	Mhon_031088
K09545	Mhon_031090
K02900	Mhon_031092
K20161	Mhon_031093
K00799	Mhon_031096
K00799	Mhon_031097
K14776	Mhon_031098
K18726	Mhon_031098
K05906	Mhon_031099
K03942	Mhon_031101
K13917	Mhon_031101
K07378	Mhon_031104
K20366	Mhon_031105
K14808	Mhon_031108
K00031	Mhon_031115
K00323	Mhon_031116
K18343	Mhon_031121
K20123	Mhon_031122
K08465	Mhon_031123
K19001	Mhon_031125
K10638	Mhon_031134
K10251	Mhon_031135
K00953	Mhon_031139
K15429	Mhon_031139
K09525	Mhon_031140
K06620	Mhon_031142
K06620	Mhon_031143
K12871	Mhon_031144
K04930	Mhon_031146
K17232	Mhon_031151
K17233	Mhon_031151
K13411	Mhon_031152
K08801	Mhon_031154
K19413	Mhon_031158
K19413	Mhon_031159
K00700	Mhon_031161
K15631	Mhon_031162
K21444	Mhon_031166
K14711	Mhon_031171
K14718	Mhon_031171
K00621	Mhon_031179
K00621	Mhon_031186
K20223	Mhon_031210
K13504	Mhon_031211
K14809	Mhon_031215
K16833	Mhon_031215
K09228	Mhon_031222
K15275	Mhon_031222
K09183	Mhon_031223
K09377	Mhon_031227
K07055	Mhon_031230
K12567	Mhon_031235
K12833	Mhon_031259
K12667	Mhon_031261
K16674	Mhon_031262
K03007	Mhon_031263
K11313	Mhon_031263
K10395	Mhon_031269
K18272	Mhon_031271
K02870	Mhon_031273
K06760	Mhon_031276
K06761	Mhon_031276
K06762	Mhon_031276
K18401	Mhon_031277
K15188	Mhon_031278
K00757	Mhon_031279
K03165	Mhon_031280
K19511	Mhon_031284
K14156	Mhon_031286
K20198	Mhon_031287
K03028	Mhon_031288
K10397	Mhon_031289
K06974	Mhon_031290
K01135	Mhon_031295
K21398	Mhon_031297
K20092	Mhon_031300
K11434	Mhon_031313
K14689	Mhon_031319
K14689	Mhon_031320
K01590	Mhon_031335
K01593	Mhon_031335
K01590	Mhon_031336
K01593	Mhon_031336
K01590	Mhon_031341
K01593	Mhon_031341
K01590	Mhon_031342
K01593	Mhon_031342
K22329	Mhon_031342
K06173	Mhon_031345
K14838	Mhon_031345
K05687	Mhon_031348
K00031	Mhon_031349
K15168	Mhon_031350
K19761	Mhon_031351
K15168	Mhon_031352
K00128	Mhon_031355
K00129	Mhon_031355
K04513	Mhon_031355
K00128	Mhon_031356
K00129	Mhon_031356
K04513	Mhon_031356
K00128	Mhon_031357
K00129	Mhon_031357
K04513	Mhon_031357
K00128	Mhon_031358
K00129	Mhon_031358
K04513	Mhon_031358
K12855	Mhon_031375
K20187	Mhon_031379
K18932	Mhon_031384
K20102	Mhon_031385
K01283	Mhon_031386
K08814	Mhon_031387
K00232	Mhon_031388
K22455	Mhon_031390
K12587	Mhon_031391
K15734	Mhon_031393
K00308	Mhon_031396
K12259	Mhon_031396
K12826	Mhon_031397
K03211	Mhon_031398
K22455	Mhon_031400
K10061	Mhon_031410
K06110	Mhon_031422
K18469	Mhon_031429
K07342	Mhon_031430
K03231	Mhon_031431
K13199	Mhon_031431
K00106	Mhon_031432
K02954	Mhon_031434
K19514	Mhon_031434
K01267	Mhon_031435
K00803	Mhon_031436
K04218	Mhon_031439
K14072	Mhon_031439
K19323	Mhon_031457
K13912	Mhon_031461
K07508	Mhon_031470
K17972	Mhon_031470
K20371	Mhon_031471
K15410	Mhon_031472
K11806	Mhon_031473
K15322	Mhon_031475
K06226	Mhon_031476
K01886	Mhon_031478
K03952	Mhon_031480
K09647	Mhon_031481
K20823	Mhon_031485
K20823	Mhon_031486
K20823	Mhon_031487
K10104	Mhon_031492
K10104	Mhon_031493
K02166	Mhon_031514
K02176	Mhon_031514
K02222	Mhon_031514
K11340	Mhon_031515
K11652	Mhon_031515
K20181	Mhon_031516
K03068	Mhon_031517
K21439	Mhon_031520
K10371	Mhon_031521
K14386	Mhon_031523
K14388	Mhon_031523
K03068	Mhon_031538
K02366	Mhon_031555
K21988	Mhon_031555
K02366	Mhon_031556
K02366	Mhon_031558
K21988	Mhon_031558
K02366	Mhon_031559
K19619	Mhon_031561
K16578	Mhon_031584
K02542	Mhon_031587
K06890	Mhon_031588
K06890	Mhon_031589
K12488	Mhon_031597
K18462	Mhon_031598
K02295	Mhon_031599
K19400	Mhon_031615
K03258	Mhon_031617
K09497	Mhon_031624
K19673	Mhon_031626
K11093	Mhon_031631
K04874	Mhon_031632
K00907	Mhon_031637
K02953	Mhon_031639
K13356	Mhon_031640
K00894	Mhon_031641
K13125	Mhon_031651
K10703	Mhon_031652
K10703	Mhon_031656
K10703	Mhon_031660
K08834	Mhon_031661
K17481	Mhon_031661
K05605	Mhon_031665
K07753	Mhon_031666
K06058	Mhon_031669
K07763	Mhon_031671
K08003	Mhon_031671
K03680	Mhon_031675
K00939	Mhon_031676
K18630	Mhon_031688
K19998	Mhon_031689
K16673	Mhon_031690
K00787	Mhon_031691
K03849	Mhon_031695
K07852	Mhon_031696
K10085	Mhon_031698
K02947	Mhon_031699
K08064	Mhon_031700
K15361	Mhon_031703
K00019	Mhon_031704
K00019	Mhon_031705
K12751	Mhon_031710
K04671	Mhon_031712
K06537	Mhon_031713
K08825	Mhon_031714
K08881	Mhon_031714
K08883	Mhon_031714
K04308	Mhon_031715
K08399	Mhon_031715
K00602	Mhon_031731
K08202	Mhon_031738
K15119	Mhon_031743
K01802	Mhon_031744
K09566	Mhon_031744
K12740	Mhon_031744
K06230	Mhon_031746
K16798	Mhon_031746
K16799	Mhon_031746
K06841	Mhon_031760
K06842	Mhon_031760
K10754	Mhon_031761
K12857	Mhon_031770
K19754	Mhon_031772
K02868	Mhon_031773
K01640	Mhon_031776
K05502	Mhon_031777
K08076	Mhon_031777
K09608	Mhon_031777
K13045	Mhon_031777
K13046	Mhon_031777
K13047	Mhon_031777
K00949	Mhon_031779
K01187	Mhon_031779
K08288	Mhon_031779
K03676	Mhon_031786
K19951	Mhon_031787
K12323	Mhon_031793
K12324	Mhon_031793
K05866	Mhon_031798
K06645	Mhon_031798
K16723	Mhon_031798
K21773	Mhon_031799
K00079	Mhon_031802
K09855	Mhon_031804
K01769	Mhon_031811
K13350	Mhon_031813
K11429	Mhon_031818
K02295	Mhon_031824
K02877	Mhon_031827
K15276	Mhon_031827
K11279	Mhon_031828
K11282	Mhon_031828
K11405	Mhon_031828
K12646	Mhon_031831
K12647	Mhon_031831
K12646	Mhon_031834
K12647	Mhon_031834
K20367	Mhon_031841
K20367	Mhon_031842
K17513	Mhon_031845
K16802	Mhon_031848
K11322	Mhon_031853
K07002	Mhon_031854
K12504	Mhon_031855
K10105	Mhon_031857
K09584	Mhon_031859
K15272	Mhon_031866
K03654	Mhon_031874
K00019	Mhon_031879
K01014	Mhon_031880
K01016	Mhon_031880
K01025	Mhon_031880
K06252	Mhon_031881
K01783	Mhon_031889
K01783	Mhon_031895
K09322	Mhon_031897
K08428	Mhon_031898
K09856	Mhon_031906
K02327	Mhon_031907
K02175	Mhon_031911
K07819	Mhon_031911
K08376	Mhon_031918
K14073	Mhon_031919
K14075	Mhon_031919
K19371	Mhon_031927
K05750	Mhon_031928
K09459	Mhon_031932
K06269	Mhon_031936
K09571	Mhon_031936
K12487	Mhon_031936
K09269	Mhon_031960
K00826	Mhon_031961
K00993	Mhon_031962
K00994	Mhon_031962
K13644	Mhon_031962
K08467	Mhon_031963
K06691	Mhon_031964
K08271	Mhon_031965
K11994	Mhon_031967
K11995	Mhon_031967
K11994	Mhon_031968
K11834	Mhon_031970
K15370	Mhon_031971
K15375	Mhon_031971
K06631	Mhon_031976
K11135	Mhon_031977
K20279	Mhon_031978
K08496	Mhon_031980
K21879	Mhon_031985
K00002	Mhon_031986
K00011	Mhon_031986
K00555	Mhon_031986
K12323	Mhon_031988
K12323	Mhon_031990
K12324	Mhon_031990
K12323	Mhon_031995
K10405	Mhon_032008
K17580	Mhon_032009
K10395	Mhon_032010
K00639	Mhon_032017
K02296	Mhon_032018
K10391	Mhon_032022
K14712	Mhon_032030
K14716	Mhon_032030
K14388	Mhon_032032
K13194	Mhon_032034
K15272	Mhon_032037
K03260	Mhon_032042
K17682	Mhon_032042
K04458	Mhon_032043
K20220	Mhon_032043
K10321	Mhon_032044
K11375	Mhon_032045
K00417	Mhon_032047
K12385	Mhon_032048
K12385	Mhon_032049
K17341	Mhon_032054
K04506	Mhon_032057
K13506	Mhon_032063
K03019	Mhon_032066
K01598	Mhon_032067
K18183	Mhon_032067
K04644	Mhon_032069
K04645	Mhon_032069
K10875	Mhon_032073
K17493	Mhon_032075
K07941	Mhon_032086
K10435	Mhon_032088
K10585	Mhon_032094
K03175	Mhon_032096
K05312	Mhon_032134
K05312	Mhon_032137
K01832	Mhon_032139
K07424	Mhon_032139
K07208	Mhon_032142
K12896	Mhon_032153
K07942	Mhon_032154
K22415	Mhon_032157
K03320	Mhon_032160
K03320	Mhon_032161
K03320	Mhon_032162
K10104	Mhon_032167
K13937	Mhon_032168
K13937	Mhon_032169
K13937	Mhon_032173
K01908	Mhon_032175
K05463	Mhon_032177
K19495	Mhon_032177
K02148	Mhon_032178
K19750	Mhon_032179
K15176	Mhon_032185
K22285	Mhon_032187
K14688	Mhon_032188
K02606	Mhon_032190
K09091	Mhon_032191
K00753	Mhon_032194
K14464	Mhon_032194
K00753	Mhon_032195
K14464	Mhon_032195
K08202	Mhon_032197
K17662	Mhon_032197
K11997	Mhon_032203
K11997	Mhon_032213
K08834	Mhon_032216
K17481	Mhon_032216
K00698	Mhon_032217
K14353	Mhon_032219
K19219	Mhon_032221
K19219	Mhon_032222
K14353	Mhon_032224
K17294	Mhon_032226
K17350	Mhon_032226
K04725	Mhon_032238
K16060	Mhon_032238
K16061	Mhon_032238
K04725	Mhon_032239
K16060	Mhon_032239
K16061	Mhon_032239
K03424	Mhon_032240
K06693	Mhon_032247
K01836	Mhon_032252
K15380	Mhon_032254
K15380	Mhon_032258
K02949	Mhon_032262
K13421	Mhon_032273
K03012	Mhon_032274
K11314	Mhon_032274
K13421	Mhon_032275
K00627	Mhon_032278
K00472	Mhon_032280
K00698	Mhon_032281
K06961	Mhon_032282
K01832	Mhon_032301
K07424	Mhon_032301
K14999	Mhon_032301
K15193	Mhon_032306
K15259	Mhon_032308
K15261	Mhon_032308
K08796	Mhon_032312
K08796	Mhon_032313
K18743	Mhon_032314
K00134	Mhon_032317
K07827	Mhon_032324
K07828	Mhon_032324
K03141	Mhon_032330
K17586	Mhon_032333
K08660	Mhon_032334
K08660	Mhon_032335
K01044	Mhon_032348
K01049	Mhon_032348
K01050	Mhon_032348
K01063	Mhon_032348
K03927	Mhon_032348
K07378	Mhon_032348
K14999	Mhon_032348
K07911	Mhon_032349
K04946	Mhon_032350
K10296	Mhon_032351
K16330	Mhon_032353
K11323	Mhon_032356
K07294	Mhon_032399
K08530	Mhon_032399
K08701	Mhon_032399
K00681	Mhon_032401
K18592	Mhon_032401
K04887	Mhon_032402
K05313	Mhon_032403
K05236	Mhon_032406
K02360	Mhon_032408
K08825	Mhon_032409
K18669	Mhon_032409
K09569	Mhon_032412
K09576	Mhon_032412
K00326	Mhon_032417
K20247	Mhon_032420
K20247	Mhon_032422
K20247	Mhon_032423
K20247	Mhon_032424
K16573	Mhon_032433
K22145	Mhon_032434
