KOG	Genes
S	Mhon_030825
G	Mhon_030826
B	Mhon_030827
Z	Mhon_030828
M	Mhon_030829
Q	Mhon_030830
S	Mhon_030836
G	Mhon_030843
M	Mhon_030843
S	Mhon_030844
T	Mhon_030845
S	Mhon_030854
S	Mhon_030855
S	Mhon_030856
T	Mhon_030858
P	Mhon_030862
O	Mhon_030863
K	Mhon_030864
T	Mhon_030867
C	Mhon_030868
T	Mhon_030872
O	Mhon_030874
K	Mhon_030881
T	Mhon_030903
Z	Mhon_030904
Z	Mhon_030905
Z	Mhon_030906
S	Mhon_030908
O	Mhon_030909
Q	Mhon_030910
J	Mhon_030911
K	Mhon_030913
T	Mhon_030913
Z	Mhon_030915
S	Mhon_030916
O	Mhon_030917
K	Mhon_030928
S	Mhon_030931
U	Mhon_030932
U	Mhon_030933
S	Mhon_030934
U	Mhon_030936
T	Mhon_030938
S	Mhon_030940
O	Mhon_030942
S	Mhon_030943
U	Mhon_030944
Y	Mhon_030944
S	Mhon_030945
L	Mhon_030950
S	Mhon_030952
T	Mhon_030954
U	Mhon_030959
J	Mhon_030960
S	Mhon_030961
I	Mhon_030962
I	Mhon_030963
K	Mhon_030964
J	Mhon_030967
J	Mhon_030968
S	Mhon_030970
J	Mhon_030971
T	Mhon_030972
O	Mhon_030975
T	Mhon_030985
T	Mhon_030986
Q	Mhon_030987
S	Mhon_030991
D	Mhon_030992
S	Mhon_030993
S	Mhon_030994
B	Mhon_030995
K	Mhon_030995
G	Mhon_030996
T	Mhon_030998
C	Mhon_030999
W	Mhon_031001
E	Mhon_031002
M	Mhon_031004
W	Mhon_031004
C	Mhon_031005
T	Mhon_031009
T	Mhon_031012
S	Mhon_031013
Q	Mhon_031014
I	Mhon_031016
T	Mhon_031018
S	Mhon_031022
T	Mhon_031025
T	Mhon_031026
S	Mhon_031028
U	Mhon_031029
T	Mhon_031030
A	Mhon_031034
S	Mhon_031035
U	Mhon_031036
T	Mhon_031037
Z	Mhon_031040
Z	Mhon_031044
Z	Mhon_031045
T	Mhon_031046
S	Mhon_031047
U	Mhon_031048
K	Mhon_031051
K	Mhon_031053
K	Mhon_031055
S	Mhon_031056
F	Mhon_031057
M	Mhon_031065
S	Mhon_031066
Q	Mhon_031067
M	Mhon_031068
S	Mhon_031069
D	Mhon_031070
O	Mhon_031070
K	Mhon_031071
K	Mhon_031072
U	Mhon_031075
O	Mhon_031076
S	Mhon_031078
S	Mhon_031079
G	Mhon_031083
U	Mhon_031087
G	Mhon_031088
O	Mhon_031090
J	Mhon_031092
T	Mhon_031093
N	Mhon_031095
O	Mhon_031096
O	Mhon_031097
T	Mhon_031098
H	Mhon_031099
A	Mhon_031101
I	Mhon_031104
U	Mhon_031105
A	Mhon_031108
D	Mhon_031113
Z	Mhon_031113
C	Mhon_031115
C	Mhon_031116
S	Mhon_031121
T	Mhon_031122
T	Mhon_031123
K	Mhon_031125
S	Mhon_031128
K	Mhon_031134
Q	Mhon_031135
S	Mhon_031137
E	Mhon_031139
H	Mhon_031139
O	Mhon_031140
K	Mhon_031142
K	Mhon_031143
S	Mhon_031144
P	Mhon_031146
S	Mhon_031151
P	Mhon_031152
Q	Mhon_031152
I	Mhon_031153
T	Mhon_031154
Q	Mhon_031158
Q	Mhon_031159
O	Mhon_031160
G	Mhon_031161
H	Mhon_031162
A	Mhon_031166
P	Mhon_031171
T	Mhon_031173
T	Mhon_031176
O	Mhon_031178
M	Mhon_031179
S	Mhon_031183
M	Mhon_031186
O	Mhon_031187
T	Mhon_031188
O	Mhon_031190
V	Mhon_031194
W	Mhon_031194
U	Mhon_031200
H	Mhon_031201
C	Mhon_031209
O	Mhon_031209
U	Mhon_031210
Y	Mhon_031210
U	Mhon_031211
C	Mhon_031212
O	Mhon_031212
S	Mhon_031213
A	Mhon_031215
G	Mhon_031222
K	Mhon_031223
Q	Mhon_031226
T	Mhon_031227
Z	Mhon_031227
T	Mhon_031229
J	Mhon_031230
U	Mhon_031233
T	Mhon_031235
A	Mhon_031251
S	Mhon_031254
P	Mhon_031256
A	Mhon_031259
T	Mhon_031260
O	Mhon_031261
K	Mhon_031263
S	Mhon_031267
Z	Mhon_031269
O	Mhon_031271
J	Mhon_031273
Q	Mhon_031274
Q	Mhon_031275
T	Mhon_031276
S	Mhon_031277
D	Mhon_031278
F	Mhon_031279
L	Mhon_031280
T	Mhon_031284
M	Mhon_031286
Z	Mhon_031287
O	Mhon_031288
Z	Mhon_031289
S	Mhon_031290
P	Mhon_031295
P	Mhon_031297
S	Mhon_031298
L	Mhon_031299
K	Mhon_031300
K	Mhon_031313
O	Mhon_031313
T	Mhon_031313
S	Mhon_031317
P	Mhon_031319
P	Mhon_031320
S	Mhon_031325
E	Mhon_031335
E	Mhon_031336
S	Mhon_031340
E	Mhon_031341
E	Mhon_031342
S	Mhon_031343
A	Mhon_031345
C	Mhon_031346
S	Mhon_031347
V	Mhon_031348
C	Mhon_031349
K	Mhon_031350
S	Mhon_031351
K	Mhon_031352
Z	Mhon_031353
C	Mhon_031355
C	Mhon_031356
C	Mhon_031357
C	Mhon_031358
S	Mhon_031359
U	Mhon_031360
S	Mhon_031362
S	Mhon_031364
U	Mhon_031365
A	Mhon_031375
S	Mhon_031377
L	Mhon_031378
S	Mhon_031379
U	Mhon_031381
K	Mhon_031383
S	Mhon_031384
S	Mhon_031385
E	Mhon_031386
T	Mhon_031387
I	Mhon_031388
S	Mhon_031389
S	Mhon_031390
J	Mhon_031391
Q	Mhon_031393
H	Mhon_031396
A	Mhon_031397
K	Mhon_031398
S	Mhon_031399
S	Mhon_031400
L	Mhon_031402
T	Mhon_031410
V	Mhon_031410
C	Mhon_031414
S	Mhon_031417
U	Mhon_031422
K	Mhon_031425
S	Mhon_031428
U	Mhon_031429
U	Mhon_031430
J	Mhon_031431
F	Mhon_031432
J	Mhon_031434
O	Mhon_031435
C	Mhon_031436
O	Mhon_031439
E	Mhon_031440
O	Mhon_031457
U	Mhon_031461
T	Mhon_031467
V	Mhon_031467
I	Mhon_031470
S	Mhon_031471
K	Mhon_031472
A	Mhon_031473
J	Mhon_031475
T	Mhon_031476
T	Mhon_031478
C	Mhon_031480
O	Mhon_031481
S	Mhon_031482
S	Mhon_031485
S	Mhon_031486
S	Mhon_031487
S	Mhon_031491
W	Mhon_031492
W	Mhon_031493
P	Mhon_031507
T	Mhon_031514
Z	Mhon_031515
U	Mhon_031516
T	Mhon_031517
S	Mhon_031518
K	Mhon_031520
Z	Mhon_031521
P	Mhon_031523
T	Mhon_031538
S	Mhon_031543
T	Mhon_031553
O	Mhon_031554
G	Mhon_031555
M	Mhon_031555
W	Mhon_031555
G	Mhon_031556
M	Mhon_031556
W	Mhon_031556
G	Mhon_031558
M	Mhon_031558
W	Mhon_031558
G	Mhon_031559
M	Mhon_031559
W	Mhon_031559
T	Mhon_031561
S	Mhon_031562
S	Mhon_031584
L	Mhon_031587
T	Mhon_031588
T	Mhon_031589
T	Mhon_031597
S	Mhon_031598
K	Mhon_031599
O	Mhon_031601
O	Mhon_031602
O	Mhon_031605
E	Mhon_031607
S	Mhon_031608
S	Mhon_031612
S	Mhon_031614
S	Mhon_031615
A	Mhon_031617
S	Mhon_031619
B	Mhon_031622
S	Mhon_031623
O	Mhon_031624
S	Mhon_031626
A	Mhon_031631
P	Mhon_031632
S	Mhon_031633
Z	Mhon_031637
J	Mhon_031639
I	Mhon_031640
I	Mhon_031641
K	Mhon_031649
A	Mhon_031651
I	Mhon_031652
I	Mhon_031656
I	Mhon_031660
Z	Mhon_031661
I	Mhon_031665
Q	Mhon_031666
S	Mhon_031668
O	Mhon_031669
O	Mhon_031671
J	Mhon_031675
F	Mhon_031676
Z	Mhon_031688
U	Mhon_031689
S	Mhon_031690
H	Mhon_031691
G	Mhon_031695
S	Mhon_031696
G	Mhon_031698
J	Mhon_031699
K	Mhon_031700
S	Mhon_031703
Q	Mhon_031704
Q	Mhon_031705
Z	Mhon_031710
T	Mhon_031712
S	Mhon_031713
O	Mhon_031714
T	Mhon_031715
O	Mhon_031717
L	Mhon_031718
S	Mhon_031719
U	Mhon_031724
O	Mhon_031728
F	Mhon_031731
T	Mhon_031737
G	Mhon_031738
M	Mhon_031738
C	Mhon_031743
O	Mhon_031744
K	Mhon_031746
S	Mhon_031759
T	Mhon_031760
L	Mhon_031761
S	Mhon_031763
G	Mhon_031765
A	Mhon_031770
G	Mhon_031771
O	Mhon_031771
U	Mhon_031771
S	Mhon_031772
J	Mhon_031773
H	Mhon_031775
C	Mhon_031776
E	Mhon_031776
T	Mhon_031777
T	Mhon_031779
O	Mhon_031786
O	Mhon_031787
T	Mhon_031793
D	Mhon_031798
B	Mhon_031799
D	Mhon_031799
T	Mhon_031799
Q	Mhon_031802
W	Mhon_031804
O	Mhon_031805
D	Mhon_031808
Y	Mhon_031808
F	Mhon_031811
U	Mhon_031813
F	Mhon_031815
B	Mhon_031818
K	Mhon_031820
T	Mhon_031822
L	Mhon_031824
T	Mhon_031824
T	Mhon_031825
J	Mhon_031827
B	Mhon_031828
D	Mhon_031828
T	Mhon_031830
A	Mhon_031831
A	Mhon_031834
U	Mhon_031841
U	Mhon_031842
T	Mhon_031843
V	Mhon_031843
T	Mhon_031845
V	Mhon_031845
G	Mhon_031846
S	Mhon_031848
K	Mhon_031853
S	Mhon_031854
H	Mhon_031855
H	Mhon_031857
S	Mhon_031858
O	Mhon_031859
E	Mhon_031866
G	Mhon_031866
L	Mhon_031874
Q	Mhon_031879
L	Mhon_031880
T	Mhon_031881
S	Mhon_031883
G	Mhon_031889
G	Mhon_031895
K	Mhon_031897
S	Mhon_031898
T	Mhon_031899
T	Mhon_031902
W	Mhon_031906
L	Mhon_031907
G	Mhon_031911
S	Mhon_031918
T	Mhon_031919
L	Mhon_031924
J	Mhon_031925
O	Mhon_031927
S	Mhon_031928
E	Mhon_031932
H	Mhon_031932
S	Mhon_031933
S	Mhon_031935
O	Mhon_031936
T	Mhon_031941
T	Mhon_031942
T	Mhon_031943
T	Mhon_031944
S	Mhon_031946
S	Mhon_031948
S	Mhon_031950
S	Mhon_031952
S	Mhon_031954
S	Mhon_031955
K	Mhon_031960
E	Mhon_031961
I	Mhon_031962
T	Mhon_031963
S	Mhon_031964
T	Mhon_031965
T	Mhon_031967
T	Mhon_031968
S	Mhon_031969
O	Mhon_031970
I	Mhon_031971
T	Mhon_031976
A	Mhon_031977
D	Mhon_031977
U	Mhon_031978
S	Mhon_031979
U	Mhon_031980
S	Mhon_031981
S	Mhon_031982
T	Mhon_031983
S	Mhon_031984
S	Mhon_031985
L	Mhon_031986
T	Mhon_031987
T	Mhon_031988
T	Mhon_031990
T	Mhon_031995
U	Mhon_031999
G	Mhon_032005
S	Mhon_032006
U	Mhon_032007
Z	Mhon_032008
S	Mhon_032009
Z	Mhon_032010
K	Mhon_032011
E	Mhon_032017
K	Mhon_032018
Z	Mhon_032022
S	Mhon_032023
P	Mhon_032030
P	Mhon_032032
A	Mhon_032034
E	Mhon_032037
G	Mhon_032037
S	Mhon_032038
J	Mhon_032042
T	Mhon_032043
S	Mhon_032044
B	Mhon_032045
K	Mhon_032045
C	Mhon_032047
I	Mhon_032048
I	Mhon_032049
T	Mhon_032050
T	Mhon_032051
P	Mhon_032054
O	Mhon_032057
K	Mhon_032058
K	Mhon_032061
L	Mhon_032061
T	Mhon_032061
J	Mhon_032063
K	Mhon_032066
S	Mhon_032067
O	Mhon_032068
U	Mhon_032069
S	Mhon_032072
L	Mhon_032073
T	Mhon_032074
Z	Mhon_032075
A	Mhon_032076
O	Mhon_032079
S	Mhon_032083
S	Mhon_032085
U	Mhon_032086
Z	Mhon_032088
O	Mhon_032094
O	Mhon_032096
S	Mhon_032113
U	Mhon_032131
T	Mhon_032134
T	Mhon_032137
Q	Mhon_032139
S	Mhon_032141
S	Mhon_032142
S	Mhon_032147
A	Mhon_032153
U	Mhon_032154
S	Mhon_032157
P	Mhon_032160
P	Mhon_032161
P	Mhon_032162
S	Mhon_032164
M	Mhon_032167
G	Mhon_032168
G	Mhon_032169
G	Mhon_032173
Q	Mhon_032174
I	Mhon_032175
K	Mhon_032176
T	Mhon_032177
C	Mhon_032178
Z	Mhon_032179
P	Mhon_032185
U	Mhon_032187
P	Mhon_032188
L	Mhon_032190
K	Mhon_032191
G	Mhon_032194
G	Mhon_032195
O	Mhon_032197
O	Mhon_032203
S	Mhon_032210
O	Mhon_032213
Z	Mhon_032215
Z	Mhon_032216
M	Mhon_032217
P	Mhon_032219
I	Mhon_032221
I	Mhon_032222
Q	Mhon_032224
K	Mhon_032226
S	Mhon_032229
O	Mhon_032238
O	Mhon_032239
L	Mhon_032240
S	Mhon_032242
H	Mhon_032243
S	Mhon_032245
T	Mhon_032246
O	Mhon_032247
G	Mhon_032252
S	Mhon_032253
U	Mhon_032254
U	Mhon_032258
J	Mhon_032262
F	Mhon_032273
K	Mhon_032274
F	Mhon_032275
K	Mhon_032277
C	Mhon_032278
T	Mhon_032279
E	Mhon_032280
M	Mhon_032281
D	Mhon_032282
J	Mhon_032282
U	Mhon_032285
T	Mhon_032289
W	Mhon_032294
W	Mhon_032295
W	Mhon_032296
W	Mhon_032297
S	Mhon_032299
Q	Mhon_032301
S	Mhon_032304
S	Mhon_032306
S	Mhon_032308
J	Mhon_032309
T	Mhon_032312
T	Mhon_032313
S	Mhon_032314
G	Mhon_032317
Z	Mhon_032319
S	Mhon_032320
S	Mhon_032322
S	Mhon_032324
L	Mhon_032325
K	Mhon_032330
L	Mhon_032330
S	Mhon_032331
O	Mhon_032333
E	Mhon_032334
E	Mhon_032335
I	Mhon_032348
U	Mhon_032349
P	Mhon_032350
S	Mhon_032351
S	Mhon_032352
Q	Mhon_032353
K	Mhon_032355
L	Mhon_032355
T	Mhon_032355
B	Mhon_032356
T	Mhon_032356
S	Mhon_032357
S	Mhon_032360
S	Mhon_032361
S	Mhon_032362
S	Mhon_032363
S	Mhon_032366
K	Mhon_032399
E	Mhon_032401
P	Mhon_032402
U	Mhon_032403
E	Mhon_032404
P	Mhon_032404
T	Mhon_032404
U	Mhon_032406
A	Mhon_032408
T	Mhon_032409
O	Mhon_032412
S	Mhon_032416
C	Mhon_032417
E	Mhon_032420
E	Mhon_032422
E	Mhon_032423
E	Mhon_032424
S	Mhon_032428
Z	Mhon_032433
S	Mhon_032434
P	Mhon_032439
S	Mhon_032440
S	Mhon_032442
B	Mhon_032443
U	Mhon_032444
K	Mhon_032446
K	Mhon_032452
L	Mhon_032457
K	Mhon_032461
K	Mhon_032463
K	Mhon_032467
K	Mhon_032485
K	Mhon_032488
K	Mhon_032492
K	Mhon_032495
K	Mhon_032497
C	Mhon_032501
T	Mhon_032505
S	Mhon_032507
S	Mhon_032508
S	Mhon_032510
A	Mhon_032511
L	Mhon_032512
S	Mhon_032514
T	Mhon_032516
J	Mhon_032517
S	Mhon_032518
S	Mhon_032519
E	Mhon_032520
T	Mhon_032525
T	Mhon_032527
P	Mhon_032529
O	Mhon_032530
T	Mhon_032533
T	Mhon_032534
T	Mhon_032535
T	Mhon_032536
T	Mhon_032538
S	Mhon_032539
T	Mhon_032540
S	Mhon_032541
S	Mhon_032542
T	Mhon_032543
H	Mhon_032552
T	Mhon_032556
S	Mhon_032557
H	Mhon_032560
S	Mhon_032565
S	Mhon_032566
D	Mhon_032567
K	Mhon_032569
S	Mhon_032573
T	Mhon_032579
S	Mhon_032582
S	Mhon_032584
S	Mhon_032587
P	Mhon_032604
T	Mhon_032604
U	Mhon_032623
T	Mhon_032626
K	Mhon_032632
W	Mhon_032633
M	Mhon_032634
P	Mhon_032635
K	Mhon_032637
O	Mhon_032637
T	Mhon_032637
T	Mhon_032639
J	Mhon_032641
J	Mhon_032650
G	Mhon_032652
S	Mhon_032661
S	Mhon_032662
G	Mhon_032663
O	Mhon_032665
P	Mhon_032669
S	Mhon_032678
S	Mhon_032679
L	Mhon_032683
S	Mhon_032684
K	Mhon_032688
S	Mhon_032690
F	Mhon_032693
S	Mhon_032701
S	Mhon_032703
C	Mhon_032704
O	Mhon_032706
T	Mhon_032707
T	Mhon_032708
T	Mhon_032709
W	Mhon_032709
O	Mhon_032710
T	Mhon_032711
T	Mhon_032713
W	Mhon_032713
S	Mhon_032723
S	Mhon_032724
S	Mhon_032725
S	Mhon_032726
O	Mhon_032727
E	Mhon_032728
G	Mhon_032728
J	Mhon_032731
J	Mhon_032737
S	Mhon_032739
G	Mhon_032740
G	Mhon_032742
K	Mhon_032744
K	Mhon_032745
O	Mhon_032748
T	Mhon_032750
T	Mhon_032753
K	Mhon_032754
U	Mhon_032755
C	Mhon_032756
S	Mhon_032757
A	Mhon_032759
A	Mhon_032760
U	Mhon_032761
Y	Mhon_032761
U	Mhon_032762
Y	Mhon_032762
K	Mhon_032763
K	Mhon_032764
S	Mhon_032769
A	Mhon_032771
L	Mhon_032773
U	Mhon_032774
A	Mhon_032777
S	Mhon_032779
B	Mhon_032782
S	Mhon_032783
E	Mhon_032823
B	Mhon_032856
D	Mhon_032856
O	Mhon_032865
K	Mhon_032889
K	Mhon_032891
T	Mhon_032896
T	Mhon_032899
S	Mhon_032910
T	Mhon_032911
S	Mhon_032921
S	Mhon_032922
T	Mhon_032924
E	Mhon_032925
T	Mhon_032926
S	Mhon_032927
P	Mhon_032930
O	Mhon_032931
O	Mhon_032932
O	Mhon_032934
O	Mhon_032935
O	Mhon_032936
L	Mhon_032940
O	Mhon_032942
O	Mhon_032944
E	Mhon_032954
E	Mhon_032958
D	Mhon_032966
Z	Mhon_032966
T	Mhon_032970
U	Mhon_032978
U	Mhon_032981
O	Mhon_032982
D	Mhon_032990
Z	Mhon_032990
T	Mhon_032993
S	Mhon_032995
S	Mhon_032997
T	Mhon_032998
O	Mhon_032999
O	Mhon_033003
S	Mhon_033006
G	Mhon_033010
O	Mhon_033018
S	Mhon_033020
O	Mhon_033022
S	Mhon_033023
S	Mhon_033027
T	Mhon_033029
V	Mhon_033029
A	Mhon_033033
G	Mhon_033034
D	Mhon_033035
Z	Mhon_033035
A	Mhon_033037
S	Mhon_033040
S	Mhon_033041
E	Mhon_033044
T	Mhon_033045
J	Mhon_033049
J	Mhon_033051
J	Mhon_033053
Q	Mhon_033061
Z	Mhon_033066
K	Mhon_033067
K	Mhon_033068
K	Mhon_033069
K	Mhon_033071
K	Mhon_033072
K	Mhon_033073
S	Mhon_033074
O	Mhon_033075
K	Mhon_033076
O	Mhon_033077
Y	Mhon_033078
S	Mhon_033080
S	Mhon_033091
S	Mhon_033102
S	Mhon_033107
T	Mhon_033113
T	Mhon_033114
S	Mhon_033119
K	Mhon_033120
K	Mhon_033122
C	Mhon_033130
S	Mhon_033150
Q	Mhon_033150
S	Mhon_033155
S	Mhon_033156
T	Mhon_033157
T	Mhon_033158
L	Mhon_033164
E	Mhon_033170
U	Mhon_033174
O	Mhon_033176
S	Mhon_033177
S	Mhon_033178
U	Mhon_033184
U	Mhon_033187
S	Mhon_033192
T	Mhon_033194
S	Mhon_033204
K	Mhon_033205
S	Mhon_033212
O	Mhon_033213
O	Mhon_033214
O	Mhon_033215
O	Mhon_033216
O	Mhon_033217
O	Mhon_033218
O	Mhon_033219
O	Mhon_033222
S	Mhon_033230
S	Mhon_033232
S	Mhon_033233
S	Mhon_033234
S	Mhon_033235
T	Mhon_033238
Z	Mhon_033240
O	Mhon_033260
T	Mhon_033260
O	Mhon_033264
T	Mhon_033264
J	Mhon_033265
S	Mhon_033266
G	Mhon_033267
D	Mhon_033271
G	Mhon_033273
A	Mhon_033274
Z	Mhon_033279
Z	Mhon_033280
S	Mhon_033281
V	Mhon_033283
V	Mhon_033284
S	Mhon_033285
Y	Mhon_033286
S	Mhon_033289
T	Mhon_033290
O	Mhon_033291
D	Mhon_033296
K	Mhon_033296
S	Mhon_033297
A	Mhon_033298
T	Mhon_033308
S	Mhon_033317
U	Mhon_033328
F	Mhon_033333
O	Mhon_033336
K	Mhon_033339
L	Mhon_033339
O	Mhon_033339
K	Mhon_033341
L	Mhon_033341
O	Mhon_033341
T	Mhon_033352
S	Mhon_033354
F	Mhon_033355
L	Mhon_033357
S	Mhon_033358
U	Mhon_033359
S	Mhon_033367
S	Mhon_033379
S	Mhon_033380
S	Mhon_033394
S	Mhon_033417
S	Mhon_033423
S	Mhon_033425
S	Mhon_033430
E	Mhon_033432
S	Mhon_033441
S	Mhon_033463
O	Mhon_033473
S	Mhon_033475
T	Mhon_033484
I	Mhon_033485
O	Mhon_033486
S	Mhon_033493
I	Mhon_033494
O	Mhon_033494
T	Mhon_033494
Z	Mhon_033494
L	Mhon_033495
L	Mhon_033496
L	Mhon_033497
D	Mhon_033499
K	Mhon_033499
S	Mhon_033502
J	Mhon_033504
T	Mhon_033507
O	Mhon_033544
G	Mhon_033545
T	Mhon_033547
I	Mhon_033548
S	Mhon_033554
S	Mhon_033556
T	Mhon_033583
D	Mhon_033587
T	Mhon_033587
Z	Mhon_033587
M	Mhon_033589
S	Mhon_033590
O	Mhon_033593
T	Mhon_033594
S	Mhon_033603
P	Mhon_033605
T	Mhon_033605
T	Mhon_033611
K	Mhon_033616
S	Mhon_033618
S	Mhon_033626
S	Mhon_033629
S	Mhon_033632
O	Mhon_033633
T	Mhon_033634
U	Mhon_033634
T	Mhon_033640
T	Mhon_033646
S	Mhon_033647
F	Mhon_033649
A	Mhon_033671
T	Mhon_033673
S	Mhon_033675
T	Mhon_033679
O	Mhon_033683
U	Mhon_033683
U	Mhon_033684
O	Mhon_033686
F	Mhon_033693
F	Mhon_033696
I	Mhon_033700
I	Mhon_033702
K	Mhon_033703
K	Mhon_033717
L	Mhon_033718
O	Mhon_033722
S	Mhon_033730
U	Mhon_033734
J	Mhon_033737
O	Mhon_033740
O	Mhon_033742
U	Mhon_033743
O	Mhon_033744
T	Mhon_033749
T	Mhon_033750
T	Mhon_033751
U	Mhon_033752
U	Mhon_033753
S	Mhon_033765
S	Mhon_033766
S	Mhon_033774
S	Mhon_033779
W	Mhon_033784
Z	Mhon_033785
Z	Mhon_033786
S	Mhon_033787
Z	Mhon_033791
C	Mhon_033803
C	Mhon_033806
D	Mhon_033839
U	Mhon_033847
S	Mhon_033918
S	Mhon_034031
T	Mhon_034063
I	Mhon_034068
J	Mhon_034069
I	Mhon_034070
I	Mhon_034072
I	Mhon_034073
I	Mhon_034074
Z	Mhon_034079
Z	Mhon_034081
Z	Mhon_034082
Z	Mhon_034083
I	Mhon_034089
Z	Mhon_034092
Z	Mhon_034093
S	Mhon_034103
G	Mhon_034110
O	Mhon_034110
S	Mhon_034113
K	Mhon_034118
S	Mhon_034119
S	Mhon_034120
O	Mhon_034121
T	Mhon_034124
T	Mhon_034125
T	Mhon_034126
U	Mhon_034136
U	Mhon_034137
U	Mhon_034141
S	Mhon_034153
Q	Mhon_034156
K	Mhon_034157
C	Mhon_034171
A	Mhon_034173
A	Mhon_034174
J	Mhon_034182
U	Mhon_034183
S	Mhon_034184
C	Mhon_034185
S	Mhon_034189
C	Mhon_034192
U	Mhon_034194
J	Mhon_034195
O	Mhon_034207
L	Mhon_034231
S	Mhon_034232
L	Mhon_034250
O	Mhon_034251
G	Mhon_034294
G	Mhon_034297
G	Mhon_034298
P	Mhon_034300
S	Mhon_034309
S	Mhon_034318
S	Mhon_034320
S	Mhon_034321
T	Mhon_034331
O	Mhon_034336
O	Mhon_034337
O	Mhon_034338
O	Mhon_034339
O	Mhon_034342
T	Mhon_034346
K	Mhon_034349
K	Mhon_034350
O	Mhon_034353
Q	Mhon_034354
G	Mhon_034359
I	Mhon_034360
O	Mhon_034361
Q	Mhon_034362
G	Mhon_034367
K	Mhon_034374
F	Mhon_034375
F	Mhon_034376
S	Mhon_034377
T	Mhon_034378
S	Mhon_034385
T	Mhon_034388
S	Mhon_034389
T	Mhon_034391
T	Mhon_034406
S	Mhon_034414
A	Mhon_034415
P	Mhon_034417
O	Mhon_034420
O	Mhon_034421
T	Mhon_034424
T	Mhon_034426
U	Mhon_034426
O	Mhon_034429
T	Mhon_034435
T	Mhon_034436
T	Mhon_034437
S	Mhon_034438
T	Mhon_034456
V	Mhon_034456
O	Mhon_034468
S	Mhon_034471
S	Mhon_034473
S	Mhon_034478
A	Mhon_034489
D	Mhon_034496
A	Mhon_034519
O	Mhon_034523
M	Mhon_034524
S	Mhon_034526
S	Mhon_034534
Q	Mhon_034569
M	Mhon_034570
I	Mhon_034571
Q	Mhon_034571
Q	Mhon_034573
I	Mhon_034575
Q	Mhon_034575
I	Mhon_034577
Q	Mhon_034577
I	Mhon_034582
Q	Mhon_034582
T	Mhon_034586
K	Mhon_034587
K	Mhon_034588
Z	Mhon_034595
Z	Mhon_034596
Z	Mhon_034599
Z	Mhon_034602
A	Mhon_034603
L	Mhon_034604
D	Mhon_034608
Z	Mhon_034613
O	Mhon_034614
S	Mhon_034616
A	Mhon_034619
D	Mhon_034623
D	Mhon_034625
O	Mhon_034629
O	Mhon_034642
A	Mhon_034647
U	Mhon_034649
S	Mhon_034667
K	Mhon_034672
A	Mhon_034674
K	Mhon_034680
T	Mhon_034681
S	Mhon_034683
S	Mhon_034684
S	Mhon_034685
S	Mhon_034686
H	Mhon_034688
Q	Mhon_034689
S	Mhon_034690
E	Mhon_034692
S	Mhon_034694
S	Mhon_034695
T	Mhon_034696
N	Mhon_034697
I	Mhon_034698
T	Mhon_034699
G	Mhon_034703
S	Mhon_034705
Z	Mhon_034706
Z	Mhon_034710
O	Mhon_034713
J	Mhon_034716
O	Mhon_034718
S	Mhon_034725
S	Mhon_034729
O	Mhon_034737
S	Mhon_034742
O	Mhon_034747
U	Mhon_034776
Q	Mhon_034777
Q	Mhon_034778
T	Mhon_034780
K	Mhon_034782
K	Mhon_034784
S	Mhon_034797
S	Mhon_034798
O	Mhon_034801
S	Mhon_034802
S	Mhon_034803
Q	Mhon_034804
D	Mhon_034808
Z	Mhon_034808
S	Mhon_034810
K	Mhon_034811
C	Mhon_034820
H	Mhon_034820
L	Mhon_034821
C	Mhon_034822
E	Mhon_034823
S	Mhon_034825
A	Mhon_034826
T	Mhon_034827
T	Mhon_034828
U	Mhon_034829
Q	Mhon_034835
Q	Mhon_034837
Q	Mhon_034838
Q	Mhon_034839
O	Mhon_034843
Q	Mhon_034844
Q	Mhon_034845
U	Mhon_034851
C	Mhon_034853
S	Mhon_034855
S	Mhon_034856
S	Mhon_034860
S	Mhon_034864
O	Mhon_034865
J	Mhon_034867
K	Mhon_034868
S	Mhon_034874
S	Mhon_034875
O	Mhon_034876
T	Mhon_034881
K	Mhon_034898
A	Mhon_034900
O	Mhon_034901
G	Mhon_034902
I	Mhon_034903
I	Mhon_034904
U	Mhon_034905
S	Mhon_034907
S	Mhon_034908
J	Mhon_034911
Q	Mhon_034912
S	Mhon_034914
S	Mhon_034934
T	Mhon_034935
V	Mhon_034935
S	Mhon_034943
D	Mhon_034944
K	Mhon_034945
D	Mhon_034952
S	Mhon_034974
T	Mhon_034977
U	Mhon_034979
C	Mhon_034981
Z	Mhon_034984
Z	Mhon_034985
O	Mhon_034986
S	Mhon_034987
O	Mhon_034989
J	Mhon_034993
I	Mhon_034994
I	Mhon_034996
I	Mhon_034997
I	Mhon_035000
I	Mhon_035001
L	Mhon_035048
K	Mhon_035061
M	Mhon_035108
G	Mhon_035124
G	Mhon_035126
G	Mhon_035127
G	Mhon_035128
S	Mhon_035146
S	Mhon_035147
Z	Mhon_035148
S	Mhon_035151
T	Mhon_035152
S	Mhon_035153
T	Mhon_035154
S	Mhon_035156
O	Mhon_035157
V	Mhon_035158
V	Mhon_035160
S	Mhon_035167
Q	Mhon_035173
Q	Mhon_035177
G	Mhon_035210
S	Mhon_035258
O	Mhon_035262
K	Mhon_035266
S	Mhon_035275
T	Mhon_035286
T	Mhon_035296
